#root,dhatu,gana,meanings
barb1,barbaz,BvAxiH,gawO
barh1,barhaz,BvAxiH,prAXAnye
barh2,barhaz,curAxiH,hiMsAyAm
#bal1,balaz,BvAxiH,prANane XAnyAvaroXane ca
bal2,balaz,curAxiH,prANane
balh1,balhaz,BvAxiH,prAXAnye
balh2,balhaz,curAxiH,BARArWaH
#bas1,basuz,xivAxiH,MISSING
basw1,baswaz,curAxiH,arxane
bAd1,bAdqz,BvAxiH,AplAvye
bAX1,bAXqz,BvAxiH,lodane
bAh1,bAhqz,BvAxiH,prayawne
bit1,bitaz,BvAxiH,AkroSe
binx1,bixiz,BvAxiH,avayave
bil1,bilaz,wuxAxiH,Bexane
bil2,bilaz,curAxiH,Bexane
bukk1,bukkaz,BvAxiH,BaRaNe
bukk2,bukkaz,curAxiH,BaRaNe
bufg1,bugiz,BvAxiH,varjane
buX1,buXaz,BvAxiH,avagamane
buX2,buXizr,BvAxiH,boXane
buX3,buXaz,xivAxiH,avagamane
bunx1,uzbunxizr,BvAxiH,niSAmane
#bul1,bulaz,curAxiH,MISSING
bus1,busaz,xivAxiH,uwsarge
busw1,buswaz,curAxiH,AxarAnAxarayoH
bqh1,bqhaz,BvAxiH,vqxXO
#bqh2,bqhizr,BvAxiH,MISSING
bqh3,bqhUz,wuxAxiH,MISSING
bqMh1,bqhiz,BvAxiH,vqxXO
bqMh2,bqhiz,curAxiH,BARArWaH
baMh1,bahiz,BvAxiH,vqxXO
#byuR1,byuRaz,xivAxiH,MISSING
byus1,byusaz,xivAxiH,MISSING
brU1,brUF,axAxiH,vyakwAyAM vAci
brUs1,brUsaz,curAxiH,hiMsAyAm
#BakR1,BakRaz,BvAxiH,MISSING
BakR2,BakRaz,curAxiH,axane
Baj1,Bajaz,BvAxiH,sevAyAm
Baj2,Bajaz,curAxiH,viSrANane
BaFj1,BaFjoz,ruXAxiH,Amarxane
BaFj2,Bajiz,curAxiH,BARArWaH
Bat1,Bataz,BvAxiH,BqwO
Bat2,Bataz,BvAxiH,pariBARaNe
BaN1,BaNaz,BvAxiH,SabxArWaH
BaNd1,Badiz,BvAxiH,pariBARaNe
BaNd2,Badiz,curAxiH,kalyANe
Banx1,Baxiz,BvAxiH,kalyANe suKe ca
Barws1,Barwsaz,curAxiH,warjane
Barv1,Barvaz,BvAxiH,hiMsAyAm
Bal1,Balaz,BvAxiH,pariBARaNahiMsAxAneRu
Bal2,Balaz,curAxiH,ABaNdane
Ball1,Ballaz,BvAxiH,pariBARaNahiMsAxAneRu
BaR1,BaRaz,BvAxiH,Barwsane
Bas1,Basaz,juhowyAxiH,BarwsanaxIpwyoH
BA1,BA,axAxiH,xIpwO
BAja1,BAjaz,curAxiH,pqWakkarmaNi
BAma1,BAmaz,curAxiH,kroXe
BAm1,BAmaz,BvAxiH,kroXe
BAR1,BARaz,BvAxiH,vyakwAyAM vAci
BAs1,BAsqz,BvAxiH,xIpwO
BikR1,BikRaz,BvAxiH,BikRAyAmalABe lABe ca
Bix1,Bixizr,ruXAxiH,vixAraNe
Binx1,Bixiz,BvAxiH,avayave
BI1,FiBI,juhowyAxiH,Baye
#Buj1,Bujoz,wuxAxiH,kOtilye
Buj2,Bujaz,ruXAxiH,pAlanAByavahArayoH
Buv1,Buvoz,curAxiH,cinwana iwyeke
BU1,BU,BvAxiH,sawwAyAm
BU2,BU,curAxiH,prApwO
BUR1,BURaz,BvAxiH,alafkAre
BUR2,BURaz,curAxiH,alafkaraNe
Bq1,BqF,BvAxiH,BaraNe
Bq2,duBqF,juhowyAxiH,MISSING
Bqj1,BqjIz,BvAxiH,Barjane
Bqd1,Bqdaz,wuxAxiH,samvaraNe nimajjana iwyeke
BqS1,BqSuz,xivAxiH,aXaHpawane
BqMS1,BqSiz,curAxiH,BARArWaH
BQ1,BQ,kryAxiH,Barwsane BaraNe iwyeke
BeR1,BeRqz,BvAxiH,Baye
Byas1,Byasaz,BvAxiH,Baye
BrakR1,BrakRaz,BvAxiH,axane
BraN1,BraNaz,BvAxiH,SabxArWaH
Bram1,Bramuz,BvAxiH,calane
Bram2,Bramuz,xivAxiH,anavasWAne
#BraS1,BraSuz,BvAxiH,MISSING
Brasj1,Brasjaz,wuxAxiH,pAke
BrAj1,BrAjqz,BvAxiH,xIpwO
#BrAj2,tuBrAjqz,BvAxiH,MISSING
BrAS1,tuBrASqz,BvAxiH,xIpwO
BrI1,BrI,kryAxiH,Baye BaraNe iwyeke
BrUN1,BrUNaz,curAxiH,ASAviSafkayoH
#Brej1,Brejqz,BvAxiH,xIpwO
BreR1,BreRqz,BvAxiH,gawO
BraMS1,BraMSuz,BvAxiH,MISSING
BraMS2,BraMSuz,xivAxiH,aXaHpawane
BraMs1,BraMsuz,BvAxiH,avasraMsane
BlakR1,BlakRaz,BvAxiH,axane
BlAS1,tuBlASqz,BvAxiH,xIpwO
#BleR1,BleRqz,BvAxiH,gawO
maK1,maKaz,BvAxiH,gawyarWaH
mafk1,makiz,BvAxiH,maNdane
mafK1,maKiz,BvAxiH,gawyarWaH
#mafg1,magiz,BvAxiH,gawyarWaH
mafG1,maGiz,BvAxiH,gawyAkRepe
mafG2,maGiz,BvAxiH,maNdane
#mac1,macaz,BvAxiH,kalkane
maFc1,maciz,BvAxiH,XAraNocCrAyapUjaneRu
maT1,maTaz,BvAxiH,maxanivAsayoH
maN1,maNaz,BvAxiH,SabxArWaH
maNT1,maTiz,BvAxiH,Soke
maNd1,madiz,BvAxiH,viBAjane
maNd2,madiz,BvAxiH,BURAyAm
maNd3,madiz,curAxiH,BURAyAM harRe ca
maW1,maWez,BvAxiH,vilodane
max1,maxIz,BvAxiH,harRaglepanayoH
max2,maxIz,xivAxiH,harRe
max3,maxaz,curAxiH,wqpwiyoge
man1,manuz,xivAxiH,jFAne
#,man2,manuz,wanAxiH avaboXane
man3,manaz,curAxiH,MISSING
manwr1,mawriz,curAxiH,gupwapariBARaNe
manW1,manWaz,BvAxiH,vilodane
manW2,maWiz,BvAxiH,hiMsAsaMkleSanayoH
manW3,manWaz,kryAxiH,vilodane
manx1,maxiz,BvAxiH,swuwimoxamaxasvapnakAnwigawiRu
maBr1,maBraz,BvAxiH,gawyarWaH
may1,mayaz,BvAxiH,gawO
marc1,marcaz,curAxiH,SabxArWaH
marb1,marbaz,BvAxiH,gawO
marv1,marvaz,BvAxiH,pUraNe
mal1,malaz,BvAxiH,XAraNe
mall1,mallaz,BvAxiH,XAraNe
mav1,mavaz,BvAxiH,banXane
mavy1,mavyaz,BvAxiH,banXane
maS1,maSaz,BvAxiH,Sabxe roRakqwe ca
maR1,maRaz,BvAxiH,hiMsArWaH
mas1,masIz,xivAxiH,pariNAme
mask1,maskaz,BvAxiH,gawyarWaH
#masj1,tumasjoz,wuxAxiH,SuxXO
maha1,mahaz,curAxiH,pUjAyAm
mah1,mahaz,BvAxiH,pUjAyAm
mA1,mA,axAxiH,mAne
mA2,mAf,juhowyAxiH,mAne Sabxe ca
mA3,mAf,xivAxiH,mAne
#mAfkR1,mAkRiz,BvAxiH,kAfkRAyAm
mAn1,mAnaz,BvAxiH,pUjAyAm
mAn2,mAnaz,curAxiH,pUjAyAm
mArg1,mArgaz,curAxiH,anveRaNe
mArj1,mArjaz,curAxiH,SabxArWaH
mAh1,mAhqz,BvAxiH,mAne
mi1,dumiF,svAxiH,prakRepaNe
miC1,miCaz,wuxAxiH,uwkleSe
miFj1,mijiz,curAxiH,BARArWaH
#miW1,miWqz,BvAxiH,MISSING
mix1,mixqz,BvAxiH,meXAhiMsanayoH
mix2,FimixAz,BvAxiH,snehane
#mix3,FimixAz,xivAxiH,snehane
miX1,miXqz,BvAxiH,MISSING
minx1,mixiz,curAxiH,snehane
minv1,miviz,BvAxiH,secane sevane cewyeke
mil1,milaz,wuxAxiH,SleRaNe
#mil2,milaz,wuxAxiH,safgame
miS1,miSaz,BvAxiH,Sabxe roRakqwe ca
miSra1,miSra,curAxiH,samparke
miR1,miRuz,BvAxiH,secane
miR2,miRaz,wuxAxiH,sparxXAyAm
mih1,mihaz,BvAxiH,secane
mI1,mIf,xivAxiH,hiMsAyAm
mI2,mIF,kryAxiH,banXane
mI3,mI,curAxiH,gawO
mIm1,mImqz,BvAxiH,gawO Sabxe ca
mIl1,mIlaz,BvAxiH,nimeRaNe
mIv1,mIvaz,BvAxiH,sWOlye
muc1,muclqz,wuxAxiH,mokRaNe
muc2,mucaz,curAxiH,pramocane moxane ca
muj1,mujaz,BvAxiH,SabxArWaH
muFc1,muciz,BvAxiH,kalkane
muFj1,mujiz,BvAxiH,SabxArWaH
mut1,mutaz,BvAxiH,marxane
mut2,mutaz,wuxAxiH,AkRepamarxanayoH
mut3,mutaz,curAxiH,saFcUrNane
muN1,muNaz,wuxAxiH,prawijFAne
muNT1,muTiz,BvAxiH,pAlane
muNd1,mudiz,BvAxiH,mArjane
muNd2,mudiz,BvAxiH,KaNdane
mux1,muxaz,BvAxiH,harRe
mux2,muxaz,curAxiH,saMsarge
mur1,muraz,wuxAxiH,saMveRtane
murC1,murCAz,BvAxiH,mohasamucCrAyayoH
murv1,murvIz,BvAxiH,banXane
muR1,muRaz,kryAxiH,sweye
mus1,musaz,xivAxiH,KaNdane
musw1,muswaz,curAxiH,safGAwe
#muh1,muhaz,xivAxiH,vEciwye
mU1,mUf,BvAxiH,banXane
#mU2,mUF,kryAxiH,MISSING
mUwra1,mUwra,curAxiH,prasravaNe
mUl1,mUlaz,BvAxiH,prawiRTAyAm
mUl2,mUlaz,curAxiH,rohaNe
mUR1,mURaz,BvAxiH,sweye
mq1,mqf,wuxAxiH,prANawyAge
mqkR1,mqkRaz,BvAxiH,saMGAwe
mqga1,mqga,curAxiH,anveRaNe
mqj1,mqjUzR,axAxiH,SuxXO
mqj2,mqjUz,curAxiH,SOcAlafkArayoH
mqd1,mqdaz,wuxAxiH,suKane
mqd2,mqdaz,kryAxiH,kRoxe
mqN1,mqNaz,wuxAxiH,hiMsAyAm
mqx1,mqxaz,kryAxiH,kRoxe
mqX1,mqXuz,BvAxiH,unxane
mqS1,mqSaz,wuxAxiH,AmarSane
mqR1,mqRuz,BvAxiH,secane sahane ca
mqR2,mqRaz,xivAxiH,wiwikRAyAm
mqR3,mqRaz,curAxiH,wiwikRAyAm
mQ1,mQ,kryAxiH,hiMsAyAm
me1,mef,BvAxiH,praNixAne
#meW1,meWqz,BvAxiH,MISSING
mex1,mexqz,BvAxiH,meXAhiMsanayoH
#meX1,meXqz,BvAxiH,safgame
mep1,mepqz,BvAxiH,gawO
mev1,mevqz,BvAxiH,sevane
#mokR1,mokRaz,curAxiH,MISSING
maMh1,mahiz,BvAxiH,vqxXO
maMh2,mahiz,curAxiH,BARArWaH
mnA1,mnA,BvAxiH,aByAse
mrakR1,mrakRaz,BvAxiH,saMGAwe
#mraC1,mraCaz,curAxiH,mlecCane
mrax1,mraxaz,BvAxiH,marxane
mruc1,mrucuz,BvAxiH,gawyarWaH
mruFc1,mruFcuz,BvAxiH,gawyarWaH
mred1,mredqz,BvAxiH,unmAxe
mluc1,mlucuz,BvAxiH,gawyarWaH
mluFc1,mluFcuz,BvAxiH,gawyarWaH
mleC1,mleCaz,BvAxiH,avyakwe Sabxe
mleC2,mleCaz,curAxiH,avyakwAyAM vAci
mlet1,mletqz,BvAxiH,unmAxe
mlev1,mlevqz,BvAxiH,sevane
mlE1,mlE,BvAxiH,harRakRaye
yakR1,yakRaz,curAxiH,pUjAyAm
yaj1,yajaz,BvAxiH,xevapUjAsafgawikaraNaxAneRu
yaw1,yawIz,BvAxiH,prayawne
yaw2,yawaz,curAxiH,nikAropaskArayoH
yanwr1,yawriz,curAxiH,saMkocane
yaB1,yaBaz,BvAxiH,mEWune
yam1,yamoz,BvAxiH,apariveRaNe
yam2,yamaz,BvAxiH,uparame
yam3,yamaz,curAxiH,pariveRaNe
yas1,yasuz,xivAxiH,prayawne
yA1,yA,axAxiH,prApaNe
yAc1,tuyAcqz,BvAxiH,yAcFAyAm
yu1,yu,axAxiH,miSraNeZmiSraNe ca
yu2,yuF,kryAxiH,banXane
yu3,yu,curAxiH,jugupsAyAm
yufg1,yugiz,BvAxiH,varjane
yuC1,yuCaz,BvAxiH,pramAxe
yuj1,yujaz,xivAxiH,samAXO
yuj2,yujIzr,ruXAxiH,yoge
yuj3,yujaz,curAxiH,saMyamane
yuw1,yuwqz,BvAxiH,BAsane
yuX1,yuXaz,xivAxiH,saMprahAre
yup1,yupaz,xivAxiH,vimohane
yUR1,yURaz,BvAxiH,hiMsAyAm
yeR1,yeRqz,BvAxiH,prayawne
yOt1,yOtqz,BvAxiH,banXe
rak1,rakaz,curAxiH,AsvAxane
rakR1,rakRaz,BvAxiH,pAlane
raK1,raKaz,BvAxiH,gawyarWaH
rag1,ragez,BvAxiH,SafkAyAm
rag2,ragaz,curAxiH,AsvAxane
raG1,raGaz,curAxiH,AsvAxane
rafK1,raKiz,BvAxiH,gawyarWaH
rafg1,ragiz,BvAxiH,gawyarWaH
rafG1,raGiz,BvAxiH,gawyarWaH
rafG2,raGiz,curAxiH,BARArWaH
raca1,raca,curAxiH,prawiyawne
raFj1,raFjoz,BvAxiH,MISSING
raFj2,raFjaz,BvAxiH,rAge
raFj3,raFjaz,xivAxiH,rAge
rat1,rataz,BvAxiH,pariBARaNe
raT1,raTaz,BvAxiH,pariBARaNe
raN1,raNaz,BvAxiH,SabxArWaH
raN2,raNaz,BvAxiH,gawO
raNv1,raviz,BvAxiH,gawyarWaH
rax1,raxaz,BvAxiH,vileKane
raX1,raXaz,xivAxiH,hiMsAsaMrAXyoH
rap1,rapaz,BvAxiH,vyakwAyAM vAci
raP1,raPaz,BvAxiH,gawO
raB1,raBaz,BvAxiH,rABasye
ram1,ramuz,BvAxiH,krIdAyAm
ramP1,raPiz,BvAxiH,gawO
ramb1,rabiz,BvAxiH,Sabxe
ramB1,raBiz,BvAxiH,Sabxe
ray1,rayaz,BvAxiH,gawO
rasa1,rasa,curAxiH,AsvAxanasnehanayoH
ras1,rasaz,BvAxiH,Sabxe
raha1,raha,curAxiH,wyAge
rah1,rahaz,BvAxiH,wyAge
rah2,rahaz,curAxiH,wyAge
rA1,rA,axAxiH,xAne
rAK1,rAKqz,BvAxiH,SoRaNAlamarWayoH
rAG1,rAGqz,BvAxiH,sAmarWye
rAj1,rAjqz,BvAxiH,xIpwO
rAX1,rAXoz,xivAxiH,vqxXO
rAX2,rAXaz,svAxiH,saMsixXO
rAs1,rAsqz,BvAxiH,Sabxe
ri1,ri,svAxiH,hiMsAyAm
ri2,ri,wuxAxiH,gawO
riK1,riKaz,BvAxiH,MISSING
rifg1,rigiz,BvAxiH,gawyarWaH
ric1,ricizr,ruXAxiH,virecane
ric2,ricaz,curAxiH,viyojanasaMparcanayoH
riNv1,riviz,BvAxiH,gawyarWaH
riP1,riPaz,wuxAxiH,kawWanayuxXaninxAhiMsAxAneRu
riS1,riSaz,wuxAxiH,hiMsAyAm
riR1,riRaz,BvAxiH,hiMsArWaH
rih1,rihaz,wuxAxiH,kawWanayuxXaninxAhiMsAxAneRu
rI1,rIf,xivAxiH,SravaNe
rI2,rI,kryAxiH,gawireRaNayoH
ru1,ruf,BvAxiH,gawireRaNayoH
ru2,ru,axAxiH,Sabxe
ruc1,rucaz,BvAxiH,xIpwAvaBiprIwO ca
ruj1,rujoz,wuxAxiH,Bafge
ruj2,rujaz,curAxiH,hiMsAyAm
rut1,rutaz,BvAxiH,prawiGAwe
rut2,rutaz,curAxiH,MISSING
rut3,rutaz,curAxiH,BARArWaH
ruT1,ruTaz,BvAxiH,upaGAwe
ruNt1,rutiz,BvAxiH,sweye
ruNT1,ruTiz,BvAxiH,gawO
rux1,ruxizr,axAxiH,aSruvimocane
ruX1,ruXizr,ruXAxiH,AvaraNe
rup1,rupaz,xivAxiH,vimohane
ruS1,ruSaz,wuxAxiH,hiMsAyAm
ruR1,ruRaz,BvAxiH,hiMsArWaH
ruR2,ruRaz,xivAxiH,hiMsAyAm
ruR3,ruRaz,curAxiH,roRe
ruh1,ruhaz,BvAxiH,bIjajanmani prAxurBAve ca
ruMS1,ruSiz,curAxiH,BARArWaH
ruMs1,rusiz,curAxiH,BARArWaH
rUkRa1,rUkRa,curAxiH,pAruRye
rUpa1,rUpa,curAxiH,rUpakriyAyAm
rUR1,rURaz,BvAxiH,BURAyAm
rek1,rekqz,BvAxiH,SafkAyAm
ret1,retqz,BvAxiH,pariBARaNe
rep1,repqz,BvAxiH,gawO
reB1,reBqz,BvAxiH,Sabxe
rev1,revqz,BvAxiH,plavagawO
reR1,reRqz,BvAxiH,avyakwe Sabxe
rE1,rE,BvAxiH,SabxE
rod1,rodqz,BvAxiH,unmAxe
rOd1,rOdqz,BvAxiH,anAxare
raMh1,rahiz,BvAxiH,gawO
raMh2,rahiz,curAxiH,BARArWaH
lakR1,lakRaz,curAxiH,xarSanAfkanayoH
lakR2,lakRaz,curAxiH,lakRaNe
laK1,laKaz,BvAxiH,gawyarWaH
lag1,lagez,BvAxiH,safge
lag2,lagaz,curAxiH,AsvAxane
lafK1,laKiz,BvAxiH,gawyarWaH
lafg1,lagiz,BvAxiH,gawyarWaH
lafG1,laGiz,BvAxiH,gawyarWaH BojananivqwwAvapi
lafG2,laGiz,BvAxiH,MISSING
lafG3,laGiz,curAxiH,BARArWaH
laC1,laCaz,BvAxiH,lakRaNe
laj1,lajaz,BvAxiH,Barjane
laj2,ozlajIz,wuxAxiH,vrIdAyAm
laj3,lajaz,curAxiH,apavAraNe
laj4,lajaz,curAxiH,prakASane
laFj1,lajiz,BvAxiH,Barjane
laFj2,lajiz,curAxiH,hiMsAbalAxAnanikewaneRu
laFj3,lajiz,curAxiH,BARArWaH
laFj4,lajiz,curAxiH,MISSING
lat1,lataz,BvAxiH,bAlye
lad1,ladaz,BvAxiH,vilAse
lad2,ladiH,BvAxiH,jihvonmaWane
lad3,ladaz,curAxiH,upasevAyAm
laNd1,ozladiz,curAxiH,uwkRepaNe
laNd2,ladiz,curAxiH,BARArWaH
lap1,lapaz,BvAxiH,vyakwAyAM vAci
laB1,dulaBazR,BvAxiH,prApwO
lamb1,labiz,BvAxiH,Sabxe
larb1,larbaz,BvAxiH,gawO
lal1,lalaz,curAxiH,IpsAyAm
laR1,laRaz,BvAxiH,kAnwO
las1,lasaz,BvAxiH,SleRaNakrIdanayoH
las2,lasaz,curAxiH,Silpayoge
lasj1,ozlasjIz,wuxAxiH,vrIdAyAm
lA1,lA,axAxiH,AxAne
lAK1,lAKqz,BvAxiH,SoRaNAlamarWayoH
lAG1,lAGqz,BvAxiH,sAmarWye
lAj1,lAjaz,BvAxiH,Barwsane ca
lAFC1,lACiz,BvAxiH,lakRaNe
lAFj1,lAjiz,BvAxiH,Barwsane ca
lABa1,lABa,curAxiH,preraNe
liK1,liKaz,wuxAxiH,akRaravinyAse
lifg1,ligiz,BvAxiH,gawyarWaH
lifg2,ligiz,curAxiH,ciwrIkaraNe
lip1,lipaz,wuxAxiH,upaxehe
liS1,liSaz,xivAxiH,alpIBAve
liS2,liSaz,wuxAxiH,gawO
lih1,lihaz,axAxiH,AsvAxane
lI1,lIf,xivAxiH,SleRaNe
#lI2,lI,kryAxiH,SleRaNe
lI3,lI,curAxiH,xravIkaraNe
#luFc1,luFcaz,BvAxiH,apanayane
luFj1,lujiz,curAxiH,hiMsAbalAxAnanikewaneRu
luFj2,lujiz,curAxiH,BARArWaH
lut1,lutaz,BvAxiH,vilodane
lut2,lutaz,BvAxiH,prawiGAwe
#lut3,lutaz,xivAxiH,vilodane
lut4,lutaz,wuxAxiH,MISSING
lut5,lutaz,curAxiH,BARArWaH
luT1,luTaz,BvAxiH,upaGAwe
#luT2,luTaz,xivAxiH,MISSING
luT3,luTaz,wuxAxiH,saMSleRaNayoH
lud1,ludaz,BvAxiH,vilodane
#lud2,ludaz,BvAxiH,prawiGAwe
luNt1,lutiz,BvAxiH,sweye
luNT1,luTiz,BvAxiH,Alasye prawiGAwe ca
luNT2,luTiz,BvAxiH,gawO
luNT3,luNTaz,curAxiH,sweye
lunW1,luWiz,BvAxiH,hiMsAsaMkleSanayoH
#lup1,lupaz,xivAxiH,vimohane
lup2,luplqz,wuxAxiH,Cexane
luB1,luBaz,xivAxiH,gArXye
luB2,luBaz,wuxAxiH,vimohane
lumb1,lubiz,BvAxiH,arxane
lumb2,lubiz,curAxiH,AcCAxane
lU1,lUF,kryAxiH,Cexane
lUR1,lURaz,BvAxiH,BURAyAm
lUR2,lURaz,curAxiH,MISSING
lep1,lepqz,BvAxiH,gawO
lok1,lokqz,BvAxiH,xarSane
lok2,lokqz,curAxiH,BARArWaH
loc1,locqz,BvAxiH,xarSane
loc2,locqz,curAxiH,BARArWaH
lod1,lodqz,BvAxiH,unmAxe
loRt1,loRtaz,BvAxiH,calane
vakR1,vakRaz,BvAxiH,roRe
vaK1,vaKaz,BvAxiH,gawyarWaH
vafk1,vakiz,BvAxiH,gawyarWaH
vafK1,vaKiz,BvAxiH,gawyarWaH
vafg1,vagiz,BvAxiH,gawyarWaH
#vafG1,vaGiz,BvAxiH,gawyAkRepe
vac1,vacaz,axAxiH,pariBARaNe
vac2,vacaz,curAxiH,pariBARaNe
vaj1,vajaz,BvAxiH,gawO
vaFc1,vaFcuz,BvAxiH,gawyarWaH
vaFc2,vaFcuz,curAxiH,pralamBane
vata1,vata,curAxiH,granWe
vata2,vata,curAxiH,viBAjane granWe ca
#vat1,vataz,BvAxiH,veRtane
vat2,vataz,BvAxiH,pariBARaNe
vaT1,vaTaz,BvAxiH,sWOlye
vaN1,vaNaz,BvAxiH,SabxArWaH
vaNt1,vatiz,curAxiH,viBAjane
#vaNt2,vatiz,curAxiH,MISSING
vaNT1,vaTiz,BvAxiH,ekacaryAyAm
vaNd1,vadiz,BvAxiH,viBAjane
vaNd2,vadiz,curAxiH,viBAjane
vax1,vaxaz,BvAxiH,vyakwAyAM vAci
vax2,vaxaz,curAxiH,sanxeSavacane
van1,vanaz,BvAxiH,Sabxe
van2,vanuz,BvAxiH,nocyawe
van3,vanuz,wanAxiH,yAcane
vanx1,vaxiz,BvAxiH,aBivAxanaswuwyoH
vap1,duvapaz,BvAxiH,bIjasanwAne
vaBr1,vaBraz,BvAxiH,gawyarWaH
#vam1,vamaz,BvAxiH,MISSING
vam2,tuvamaz,BvAxiH,uxigaraNe
vay1,vayaz,BvAxiH,gawO
vara1,vara,curAxiH,IpsAyAm
varc1,varcaz,BvAxiH,xIpwO
varNa1,varNa,curAxiH,varNakriyAviswAraguNavacaneRu
varN1,varNaz,curAxiH,preraNe
varX1,varXaz,curAxiH,CexanapUraNayoH
varR1,varRaz,BvAxiH,snehane
varh1,varhaz,BvAxiH,pariBARaNahiMsAcCAxaneRu
#varh2,varhaz,curAxiH,MISSING
val1,valaz,BvAxiH,saMvaraNe saFcaraNe ca
valk1,valkaz,curAxiH,pariBARaNe
valg1,valguz,BvAxiH,gawyarWaH
valB1,valBaz,BvAxiH,Bojane
vall1,vallaz,BvAxiH,saMvaraNe saFcaraNe ca
valh1,valhaz,BvAxiH,pariBARaNahiMsAcCAxaneRu
vaS1,vaSaz,axAxiH,kAnwO
vaR1,vaRaz,BvAxiH,hiMsArWaH
vaRka1,vaRka,curAxiH,xarSane
vasa1,vasa,curAxiH,nivAse
vas1,vasaz,BvAxiH,nivAse
vas2,vasaz,axAxiH,AcCAxane
vas3,vasuz,xivAxiH,swamBe
vas4,vasaz,curAxiH,snehamohacCexApaharaNeRu
vask1,vaskaz,BvAxiH,gawyarWaH
vah1,vahaz,BvAxiH,prApaNe
vA1,vA,axAxiH,gawiganXanayoH
vAfkR1,vAkRiz,BvAxiH,kAfkRAyAm
vAFC1,vACiz,BvAxiH,icCAyAm
vAwa1,vAwa,curAxiH,suKasevanayoH
vAS1,vASqz,xivAxiH,Sabxe
vAsa1,vAsa,curAxiH,upasevAyAm
vAh1,vAhqz,BvAxiH,prayawne
vic1,vicizr,ruXAxiH,pqWagBAve
viC1,viCaz,wuxAxiH,gawO
viC2,viCaz,curAxiH,BARArWaH
vij1,vijizr,juhowyAxiH,varaNe
vij2,ozvijIz,wuxAxiH,BayacalanayoH
vij3,ozvijIz,ruXAxiH,BayacalanayoH
vit1,vitaz,BvAxiH,Sabxe
viW1,viWqz,BvAxiH,yAcane
vix1,vixaz,axAxiH,jFAne
vix2,vixaz,xivAxiH,sawwAyAm
vix3,vixLz,wuxAxiH,lABe
vix4,vixaz,ruXAxiH,vicArane
vix5,vixaz,curAxiH,cewanAKyAnanivAseRu
viX1,viXaz,wuxAxiH,viXAne
vil1,vilaz,wuxAxiH,saMvaraNe
vil2,vilaz,curAxiH,kRepe
#viS1,viSaz,wuxAxiH,praveSane
viR1,viRuz,BvAxiH,secane
viR2,viRLz,juhowyAxiH,vyApwO
#viR3,viRaz,kryAxiH,viprayoge
viRka1,viRka,curAxiH,xarSane
viRk1,viRkaz,curAxiH,hiMsAyAm
vis1,visaz,xivAxiH,preraNe
vI1,vI,axAxiH,gawivyApwiprajanakAnwyasanaKAxaneRu
vIra1,vIra,curAxiH,vikrAnwO
vq1,vq,BvAxiH,MISSING
vq2,vqF,svAxiH,varaNe
#vq3,vqf,kryAxiH,samBakwO
vq4,vqF,curAxiH,AvaraNe
vqk1,vqkaz,BvAxiH,AxAne
vqkR1,vqkRaz,BvAxiH,varaNe
vqj1,vqjIz,axAxiH,varjane
vqj2,vqjIz,ruXAxiH,varjane
vqj3,vqjIz,curAxiH,varjane
vqN1,vqNaz,wuxAxiH,prINane
vqw1,vqwuz,BvAxiH,varwane
vqw2,vqwuz,xivAxiH,varaNe
vqw3,vqwuz,curAxiH,BARArWaH
vqX1,vqXuz,BvAxiH,vqxXO
vqX2,vqXuz,curAxiH,BARArWaH
vqS1,vqSaz,xivAxiH,AvaraNe
vqR1,vqRuz,BvAxiH,secane hiMsAsaMkleSanayoSca
vqR2,vqRaz,curAxiH,SakwibanXane
vqh1,vqhUz,wuxAxiH,uxyamane
vQ1,vQF,kryAxiH,varaNe
vQ2,vQ,kryAxiH,varaNe
ve1,veF,BvAxiH,wanwusanwAne
veN1,veNqz,BvAxiH,gawijFAnacinwAniSAmanavAxiwragrahaNeRu
veW1,veWqz,BvAxiH,yAcane
#ven1,venqz,BvAxiH,
vep1,tuvepqz,BvAxiH,kampane
vela1,vela,curAxiH,kAlopaxeSe
vel1,veLz,BvAxiH,calane
vell1,vellaz,BvAxiH,calane
vevI1,vevIf,axAxiH,vewinA wulye
veRt1,veRtaz,BvAxiH,veRtane
veh1,vehqz,BvAxiH,prayawne
vE1,ozvE,BvAxiH,SoRaNe
vyac1,vyacaz,wuxAxiH,vyAjIkaraNe
vyaW1,vyaWaz,BvAxiH,BayasaFcalanayoH
vyaX1,vyaXaz,xivAxiH,wAdane
vyaya1,vyaya,curAxiH,viwwasamuwsarge
vyay1,vyayaz,BvAxiH,gawO
vyuR1,vyuRaz,xivAxiH,xAhe viBAge ca
vyuR2,vyuRaz,xivAxiH,viBAge
vye1,vyeF,BvAxiH,saMvaraNe
vraj1,vrajaz,BvAxiH,gawO
vraj2,vrajaz,curAxiH,mArgasaMskAragawyoH
vraNa1,vraNa,curAxiH,gAwravicUrNane
vraN1,vraNaz,BvAxiH,SabxArWaH
vraSc1,ozvraScUz,wuxAxiH,Cexane
vrI1,vrIf,xivAxiH,vqNowyarWe
vrI2,vrI,kryAxiH,varaNe
vrId1,vrIdaz,xivAxiH,coxane lajjAyAFca
vrud1,vrudaz,wuxAxiH,samvaraNe
vlI1,vlI,kryAxiH,varaNe
Sak1,Saklqz,svAxiH,SakwO
Sak2,Sakaz,xivAxiH,marRaNe
Safk1,Sakiz,BvAxiH,SafkAyAm
